id,race,gender,strip_search,items_found
28881,White,M,No,NA
28882,Black,M,No,NA
28883,South Asian,M,No,NA
28884,Black,M,No,NA
28885,Black,M,No,NA
28886,Unknown or Legacy,M,No,NA
28887,Black,M,Yes,1
28888,White,M,No,NA
28889,Black,F,No,NA
28890,Black,M,No,NA
28891,Black,M,Yes,1
28892,Black,M,No,NA
28893,Black,F,No,NA
28894,Black,M,Yes,1
28895,Black,M,No,NA
28896,Black,M,No,NA
28897,White,M,No,NA
28898,White,M,Yes,1
28899,White,M,Yes,0
28900,White,M,No,NA
28901,White,M,No,NA
28902,White,M,No,NA
28903,South Asian,M,Yes,0
28904,Unknown or Legacy,M,No,NA
28905,White,M,No,NA
28906,Black,M,No,NA
28907,Black,M,No,NA
28908,White,F,No,NA
28909,Black,M,No,NA
28910,Black,M,No,NA
28911,Black,F,No,NA
28912,White,F,No,NA
28913,Unknown or Legacy,F,No,NA
28914,Latino,M,No,NA
28915,White,F,Yes,1
28916,White,F,Yes,1
28917,White,F,No,NA
28918,Indigenous,F,No,NA
28919,White,F,No,NA
28920,White,M,No,NA
28921,Middle-Eastern,M,No,NA
28922,White,M,No,NA
28923,White,M,No,NA
28924,White,M,No,NA
28925,Unknown or Legacy,M,No,NA
28926,Black,F,No,NA
28927,White,M,No,NA
28928,White,M,No,NA
28929,White,M,No,NA
28930,White,M,No,NA
28931,White,M,No,NA
28932,White,M,No,NA
28933,White,M,No,NA
28934,Unknown or Legacy,M,Yes,1
28935,Unknown or Legacy,M,Yes,1
28936,Latino,M,No,NA
28937,White,M,No,NA
28938,White,F,No,NA
28939,South Asian,M,No,NA
28940,Indigenous,F,Yes,0
28941,Unknown or Legacy,M,Yes,1
28942,White,M,No,NA
28943,White,M,No,NA
28944,Middle-Eastern,M,No,NA
28945,White,M,No,NA
28946,Black,M,No,NA
28947,White,M,No,NA
28948,East/Southeast Asian,M,No,NA
28949,Black,M,No,NA
28950,Black,M,No,NA
28951,Black,M,Yes,0
28952,Black,M,No,NA
28953,Black,M,No,NA
28954,South Asian,M,Yes,1
28955,Black,M,No,NA
28956,South Asian,M,No,NA
28957,South Asian,M,No,NA
28958,White,M,No,NA
28959,Black,M,No,NA
28960,White,M,No,NA
28961,Black,M,Yes,1
28962,South Asian,M,No,NA
28963,South Asian,M,No,NA
28964,Black,M,No,NA
28965,White,M,No,NA
28966,Middle-Eastern,M,No,NA
28967,Black,M,No,NA
28968,Black,M,No,NA
28969,Black,M,No,NA
28970,Unknown or Legacy,M,Yes,0
28971,Black,M,No,NA
28972,White,M,No,NA
28973,Black,M,No,NA
28974,Black,M,No,NA
28975,Black,M,No,NA
28976,Black,M,Yes,1
28977,Black,M,No,NA
28978,East/Southeast Asian,F,No,NA
28979,South Asian,M,No,NA
28980,Unknown or Legacy,F,No,NA
28981,South Asian,M,No,NA
28982,Black,M,No,NA
28983,White,F,No,NA
28984,Indigenous,F,No,NA
28985,White,M,No,NA
28986,Black,M,No,NA
28987,Black,F,No,NA
28988,Black,F,No,NA
28989,Black,F,No,NA
28990,Black,M,No,NA
28991,Middle-Eastern,F,No,NA
28992,White,F,No,NA
28993,White,F,No,NA
28994,Black,M,No,NA
28995,Black,M,No,NA
28996,South Asian,M,No,NA
28997,South Asian,M,No,NA
28998,Black,M,Yes,1
28999,Black,M,No,NA
29000,Black,M,No,NA
29001,White,M,No,NA
29002,Black,M,No,NA
29003,Black,M,No,NA
29004,Black,M,No,NA
29005,Black,M,No,NA
29006,White,F,No,NA
29007,Middle-Eastern,M,No,NA
29008,Black,M,No,NA
29009,White,F,No,NA
29010,Black,M,No,NA
29011,White,M,Yes,0
29012,Unknown or Legacy,F,No,NA
29013,South Asian,M,No,NA
29014,White,F,No,NA
29015,White,M,No,NA
29016,Indigenous,F,No,NA
29017,Black,M,No,NA
29018,East/Southeast Asian,F,No,NA
29019,Middle-Eastern,F,No,NA
29020,Black,M,No,NA
29021,White,M,No,NA
29022,White,M,Yes,1
29023,White,M,No,NA
29024,White,M,Yes,0
29025,White,M,Yes,0
29026,Black,F,No,NA
29027,South Asian,M,No,NA
29028,Indigenous,F,No,NA
29029,Indigenous,F,No,NA
29030,Unknown or Legacy,M,No,NA
29031,White,M,No,NA
29032,Middle-Eastern,M,No,NA
29033,Middle-Eastern,M,No,NA
29034,White,M,No,NA
29035,Black,M,No,NA
29036,Black,F,No,NA
29037,South Asian,M,No,NA
29038,Black,M,No,NA
29039,Black,M,No,NA
29040,White,M,No,NA
29041,White,M,No,NA
29042,Black,F,No,NA
29043,White,M,No,NA
29044,Latino,M,Yes,1
29045,Latino,M,No,NA
29046,Black,M,No,NA
29047,Unknown or Legacy,M,No,NA
29048,White,F,No,NA
29049,White,F,No,NA
29050,Black,M,No,NA
29051,Black,M,No,NA
29052,Middle-Eastern,M,No,NA
29053,White,F,No,NA
29054,White,F,No,NA
29055,White,F,No,NA
29056,Black,M,No,NA
29057,White,M,No,NA
29058,White,F,No,NA
29059,White,F,Yes,1
29060,White,F,No,NA
29061,Unknown or Legacy,F,No,NA
29062,White,F,No,NA
29063,White,F,No,NA
29064,Indigenous,F,No,NA
29065,White,F,No,NA
29066,White,F,No,NA
29067,White,F,No,NA
29068,White,F,No,NA
29069,White,F,No,NA
29070,White,F,No,NA
29071,White,F,No,NA
29072,White,F,No,NA
29073,Latino,M,No,NA
29074,Latino,M,Yes,0
29075,Unknown or Legacy,M,Yes,1
29076,White,F,No,NA
29077,South Asian,M,No,NA
29078,White,F,No,NA
29079,Middle-Eastern,M,No,NA
29080,Black,M,No,NA
29081,Black,M,No,NA
29082,Middle-Eastern,M,No,NA
29083,East/Southeast Asian,M,No,NA
29084,Middle-Eastern,F,No,NA
29085,Black,M,No,NA
29086,Black,M,No,NA
29087,Black,M,No,NA
29088,Black,F,No,NA
29089,South Asian,M,No,NA
29090,South Asian,M,No,NA
29091,South Asian,M,No,NA
29092,Indigenous,M,No,NA
29093,Indigenous,M,Yes,1
29094,White,F,No,NA
29095,White,F,No,NA
29096,White,F,No,NA
29097,White,F,No,NA
29098,White,F,No,NA
29099,White,F,No,NA
29100,White,F,No,NA
29101,White,F,No,NA
29102,White,F,No,NA
29103,White,F,No,NA
29104,White,M,No,NA
29105,White,M,Yes,1
29106,White,M,No,NA
29107,East/Southeast Asian,M,No,NA
29108,South Asian,M,No,NA
29109,White,M,No,NA
29110,Black,M,No,NA
29111,Black,M,No,NA
29112,White,F,No,NA
29113,White,M,No,NA
29114,Black,M,No,NA
29115,Black,F,No,NA
29116,Black,F,No,NA
29117,Unknown or Legacy,F,No,NA
29118,White,M,No,NA
29119,Middle-Eastern,M,Yes,0
29120,Middle-Eastern,M,Yes,1
29121,Indigenous,M,No,NA
29122,East/Southeast Asian,M,No,NA
29123,Black,M,Yes,1
29124,White,M,No,NA
29125,Black,M,No,NA
29126,Black,M,Yes,1
29127,Black,M,No,NA
29128,Black,M,No,NA
29129,Black,F,No,NA
29130,White,M,No,NA
29131,Black,M,No,NA
29132,South Asian,M,No,NA
29133,South Asian,M,No,NA
29134,White,M,No,NA
29135,White,M,No,NA
29136,White,M,No,NA
29137,Black,M,No,NA
29138,Black,M,No,NA
29139,Black,M,No,NA
29140,Black,F,No,NA
29141,Middle-Eastern,F,No,NA
29142,Black,M,No,NA
29143,White,M,No,NA
29144,White,M,No,NA
29145,Unknown or Legacy,F,No,NA
29146,East/Southeast Asian,M,No,NA
29147,White,M,No,NA
29148,South Asian,M,No,NA
29149,Black,M,No,NA
29150,Black,M,No,NA
29151,Black,M,No,NA
29152,White,M,Yes,1
29153,White,M,Yes,1
29154,Middle-Eastern,F,No,NA
29155,White,F,No,NA
29156,East/Southeast Asian,M,Yes,0
29157,East/Southeast Asian,M,No,NA
29158,East/Southeast Asian,M,No,NA
29159,East/Southeast Asian,M,Yes,0
29160,Black,F,No,NA
29161,White,M,No,NA
29162,White,M,No,NA
29163,Unknown or Legacy,M,No,NA
29164,White,M,No,NA
29165,White,M,No,NA
29166,Black,M,No,NA
29167,Black,M,No,NA
29168,Unknown or Legacy,M,No,NA
29169,Middle-Eastern,M,No,NA
29170,White,M,No,NA
29171,Black,M,Yes,0
29172,Black,M,No,NA
29173,Black,M,No,NA
29174,Middle-Eastern,M,No,NA
29175,White,M,No,NA
29176,Unknown or Legacy,M,No,NA
29177,East/Southeast Asian,M,No,NA
29178,Indigenous,F,No,NA
29179,White,F,No,NA
29180,White,M,No,NA
29181,Unknown or Legacy,M,No,NA
29182,Unknown or Legacy,M,No,NA
29183,South Asian,M,No,NA
29184,Middle-Eastern,M,No,NA
29185,East/Southeast Asian,M,No,NA
29186,White,F,Yes,1
29187,East/Southeast Asian,M,No,NA
29188,East/Southeast Asian,M,No,NA
29189,White,M,No,NA
29190,White,M,No,NA
29191,White,M,No,NA
29192,White,M,No,NA
29193,White,M,No,NA
29194,White,M,Yes,0
29195,White,M,Yes,0
29196,White,M,No,NA
29197,White,M,No,NA
29198,White,M,No,NA
29199,White,M,No,NA
29200,White,M,No,NA
29201,Unknown or Legacy,M,Yes,1
29202,Black,M,Yes,1
29203,Black,M,No,NA
29204,Black,M,No,NA
29205,White,M,Yes,1
29206,White,M,Yes,1
29207,White,M,No,NA
29208,Black,F,Yes,0
29209,White,M,No,NA
29210,White,M,No,NA
29211,White,M,No,NA
29212,White,M,No,NA
29213,White,M,No,NA
29214,White,M,No,NA
29215,White,M,No,NA
29216,Black,M,No,NA
29217,South Asian,M,No,NA
29218,South Asian,M,No,NA
29219,Middle-Eastern,M,No,NA
29220,White,M,No,NA
29221,South Asian,M,No,NA
29222,South Asian,M,No,NA
29223,Unknown or Legacy,F,No,NA
29224,White,F,No,NA
29225,White,F,No,NA
29226,Unknown or Legacy,M,No,NA
29227,White,M,No,NA
29228,Unknown or Legacy,M,No,NA
29229,South Asian,M,No,NA
29230,East/Southeast Asian,M,No,NA
29231,South Asian,M,No,NA
29232,South Asian,M,No,NA
29233,South Asian,M,No,NA
29234,East/Southeast Asian,M,No,NA
29235,White,F,No,NA
29236,Black,F,Yes,1
29237,Black,F,No,NA
29238,Black,F,No,NA
29239,Unknown or Legacy,M,No,NA
29240,Latino,M,No,NA
29241,Middle-Eastern,M,No,NA
29242,Middle-Eastern,M,No,NA
29243,Black,M,Yes,0
29244,Black,M,Yes,0
29245,White,M,No,NA
29246,White,M,No,NA
29247,White,M,No,NA
29248,Middle-Eastern,M,No,NA
29249,East/Southeast Asian,M,No,NA
29250,Black,M,No,NA
29251,Middle-Eastern,M,No,NA
29252,White,F,No,NA
29253,South Asian,M,No,NA
29254,Unknown or Legacy,M,No,NA
29255,White,M,No,NA
29256,White,M,No,NA
29257,Black,M,No,NA
29258,Unknown or Legacy,F,Yes,1
29259,Unknown or Legacy,F,No,NA
29260,South Asian,M,No,NA
29261,Unknown or Legacy,M,No,NA
29262,Black,F,No,NA
29263,Unknown or Legacy,F,No,NA
29264,Black,M,No,NA
29265,Black,M,No,NA
29266,Black,M,No,NA
29267,Unknown or Legacy,M,No,NA
29268,Black,M,Yes,1
29269,Unknown or Legacy,M,Yes,1
29270,Unknown or Legacy,M,Yes,1
29271,Unknown or Legacy,M,Yes,1
29272,Unknown or Legacy,M,Yes,1
29273,Unknown or Legacy,M,Yes,1
29274,Unknown or Legacy,M,No,NA
29275,Unknown or Legacy,M,No,NA
29276,Unknown or Legacy,M,No,NA
29277,South Asian,M,No,NA
29278,Unknown or Legacy,M,No,NA
29279,White,M,No,NA
29280,White,M,No,NA
29281,Black,M,No,NA
29282,Middle-Eastern,F,No,NA
29283,South Asian,M,No,NA
29284,White,M,Yes,0
29285,White,M,Yes,0
29286,White,M,No,NA
29287,Black,M,No,NA
29288,White,F,Yes,1
29289,White,F,No,NA
29290,White,F,Yes,1
29291,Black,M,No,NA
29292,East/Southeast Asian,M,No,NA
29293,White,M,No,NA
29294,South Asian,M,No,NA
29295,Black,F,No,NA
29296,Black,F,No,NA
29297,Black,M,No,NA
29298,Black,M,No,NA
29299,Middle-Eastern,M,No,NA
29300,Black,M,No,NA
29301,Black,M,No,NA
29302,Black,M,No,NA
29303,Black,M,No,NA
29304,Black,M,No,NA
29305,Black,M,No,NA
29306,White,F,No,NA
29307,White,F,No,NA
29308,East/Southeast Asian,M,No,NA
29309,Unknown or Legacy,M,Yes,1
29310,White,F,No,NA
29311,Black,F,No,NA
29312,Black,F,No,NA
29313,Black,M,No,NA
29314,East/Southeast Asian,M,No,NA
29315,East/Southeast Asian,M,No,NA
29316,South Asian,M,No,NA
29317,South Asian,M,Yes,1
29318,South Asian,M,No,NA
29319,East/Southeast Asian,M,No,NA
29320,East/Southeast Asian,M,No,NA
29321,South Asian,M,No,NA
29322,South Asian,M,No,NA
29323,East/Southeast Asian,M,No,NA
29324,East/Southeast Asian,M,No,NA
29325,East/Southeast Asian,M,Yes,0
29326,East/Southeast Asian,M,No,NA
29327,East/Southeast Asian,M,Yes,1
29328,East/Southeast Asian,M,Yes,0
29329,Black,M,No,NA
29330,White,M,Yes,1
29331,White,M,Yes,0
29332,White,M,No,NA
29333,White,M,No,NA
29334,White,M,No,NA
29335,Middle-Eastern,M,No,NA
29336,White,M,No,NA
29337,Black,M,Yes,0
29338,Indigenous,F,No,NA
29339,Indigenous,F,No,NA
29340,Indigenous,F,No,NA
29341,Indigenous,F,No,NA
29342,Indigenous,F,No,NA
29343,Indigenous,F,No,NA
29344,Indigenous,F,No,NA
29345,Indigenous,F,No,NA
29346,Indigenous,F,No,NA
29347,White,M,No,NA
29348,Black,F,No,NA
29349,Black,M,No,NA
29350,Unknown or Legacy,M,No,NA
29351,Black,M,No,NA
29352,Black,M,No,NA
29353,White,M,No,NA
29354,Black,M,No,NA
29355,Black,M,No,NA
29356,South Asian,F,No,NA
29357,Black,M,No,NA
29358,Black,M,No,NA
29359,East/Southeast Asian,F,No,NA
29360,Unknown or Legacy,M,No,NA
29361,Black,M,No,NA
29362,White,M,No,NA
29363,White,F,No,NA
29364,East/Southeast Asian,M,No,NA
29365,White,M,No,NA
29366,White,M,No,NA
29367,East/Southeast Asian,M,No,NA
29368,White,F,Yes,1
29369,White,M,No,NA
29370,White,M,No,NA
29371,White,M,No,NA
29372,East/Southeast Asian,M,No,NA
29373,Unknown or Legacy,M,No,NA
29374,White,M,No,NA
29375,White,M,No,NA
29376,White,M,No,NA
29377,White,M,No,NA
29378,Black,M,No,NA
29379,Middle-Eastern,M,No,NA
29380,Black,M,No,NA
29381,Black,M,No,NA
29382,White,M,No,NA
29383,Black,M,No,NA
29384,Unknown or Legacy,M,No,NA
29385,South Asian,M,No,NA
29386,South Asian,M,No,NA
29387,South Asian,M,No,NA
29388,Black,M,No,NA
29389,Unknown or Legacy,M,No,NA
29390,White,F,No,NA
29391,East/Southeast Asian,M,No,NA
29392,East/Southeast Asian,M,No,NA
29393,Latino,M,No,NA
29394,Latino,M,No,NA
29395,Latino,M,No,NA
29396,White,M,No,NA
29397,East/Southeast Asian,M,No,NA
29398,Black,F,No,NA
29399,White,F,No,NA
29400,White,F,No,NA
29401,Unknown or Legacy,F,Yes,1
29402,South Asian,M,No,NA
29403,Black,F,Yes,0
29404,Black,F,No,NA
29405,Black,F,No,NA
29406,Middle-Eastern,M,No,NA
29407,White,F,No,NA
29408,White,M,No,NA
29409,Middle-Eastern,M,No,NA
29410,Black,F,No,NA
29411,Black,F,No,NA
29412,Black,M,No,NA
29413,East/Southeast Asian,M,No,NA
29414,Black,F,No,NA
29415,Black,F,No,NA
29416,Black,F,No,NA
29417,Black,F,No,NA
29418,Black,M,No,NA
29419,Black,M,Yes,0
29420,Black,M,No,NA
29421,Middle-Eastern,M,No,NA
29422,White,F,No,NA
29423,Black,M,No,NA
29424,White,M,No,NA
29425,East/Southeast Asian,M,No,NA
29426,Black,M,No,NA
29427,Black,M,No,NA
29428,Indigenous,M,No,NA
29429,Black,M,Yes,1
29430,East/Southeast Asian,M,No,NA
29431,East/Southeast Asian,M,No,NA
29432,South Asian,M,No,NA
29433,White,M,Yes,1
29434,White,M,No,NA
29435,White,M,No,NA
29436,White,M,No,NA
29437,Black,M,No,NA
29438,Black,M,No,NA
29439,White,M,No,NA
29440,Black,M,No,NA
29441,Unknown or Legacy,M,No,NA
29442,Black,F,No,NA
29443,White,F,No,NA
29444,White,F,No,NA
29445,Middle-Eastern,M,No,NA
29446,Black,M,No,NA
29447,White,F,Yes,1
29448,Black,F,No,NA
29449,Black,F,No,NA
29450,White,M,No,NA
29451,White,F,No,NA
29452,Unknown or Legacy,M,No,NA
29453,White,M,No,NA
29454,White,M,No,NA
29455,White,F,Yes,0
29456,East/Southeast Asian,M,No,NA
29457,White,M,No,NA
29458,White,M,No,NA
29459,White,F,Yes,1
29460,White,F,No,NA
29461,White,F,Yes,0
29462,White,F,No,NA
29463,White,F,No,NA
29464,White,F,No,NA
29465,White,F,No,NA
29466,Middle-Eastern,F,No,NA
29467,Black,M,No,NA
29468,Unknown or Legacy,M,No,NA
29469,White,M,No,NA
29470,Black,M,No,NA
29471,Black,M,No,NA
29472,Black,M,No,NA
29473,White,M,No,NA
29474,Indigenous,M,No,NA
29475,White,F,No,NA
29476,White,M,No,NA
29477,White,M,No,NA
29478,East/Southeast Asian,F,No,NA
29479,East/Southeast Asian,F,No,NA
29480,Middle-Eastern,M,No,NA
29481,Middle-Eastern,M,No,NA
29482,Middle-Eastern,M,No,NA
29483,Black,M,No,NA
29484,White,M,No,NA
29485,White,M,No,NA
29486,Black,F,No,NA
29487,East/Southeast Asian,F,No,NA
29488,Latino,M,No,NA
29489,Latino,M,No,NA
29490,Latino,M,No,NA
29491,Unknown or Legacy,M,No,NA
29492,East/Southeast Asian,M,No,NA
29493,Latino,F,No,NA
29494,Unknown or Legacy,M,No,NA
29495,East/Southeast Asian,M,No,NA
29496,Unknown or Legacy,M,No,NA
29497,Black,M,No,NA
29498,Middle-Eastern,M,No,NA
29499,Black,F,No,NA
29500,White,M,No,NA
29501,White,F,Yes,1
29502,Black,M,No,NA
29503,Black,F,Yes,1
29504,Black,F,No,NA
29505,East/Southeast Asian,M,No,NA
29506,White,M,No,NA
29507,White,M,No,NA
29508,Middle-Eastern,M,No,NA
29509,Middle-Eastern,M,No,NA
29510,Black,F,No,NA
29511,Middle-Eastern,M,No,NA
29512,Unknown or Legacy,M,No,NA
29513,Unknown or Legacy,M,Yes,0
29514,White,M,No,NA
29515,White,M,No,NA
29516,White,M,No,NA
29517,Black,F,No,NA
29518,Black,M,No,NA
29519,White,M,No,NA
29520,East/Southeast Asian,F,No,NA
29521,White,M,No,NA
29522,White,M,No,NA
29523,Black,M,No,NA
29524,Middle-Eastern,M,No,NA
29525,White,F,No,NA
29526,White,F,No,NA
29527,White,F,No,NA
29528,Unknown or Legacy,M,No,NA
29529,Middle-Eastern,M,No,NA
29530,Black,M,No,NA
29531,Black,M,No,NA
29532,Middle-Eastern,M,No,NA
29533,Middle-Eastern,M,No,NA
29534,White,F,No,NA
29535,White,M,No,NA
29536,Black,M,Yes,1
29537,Black,M,No,NA
29538,Black,M,No,NA
29539,White,F,No,NA
29540,White,F,No,NA
29541,Unknown or Legacy,F,No,NA
29542,Black,M,No,NA
29543,South Asian,M,No,NA
29544,White,F,No,NA
29545,South Asian,M,No,NA
29546,White,M,No,NA
29547,Black,M,No,NA
29548,Black,M,No,NA
29549,Black,M,No,NA
29550,Black,M,No,NA
29551,Unknown or Legacy,M,No,NA
29552,Black,F,No,NA
29553,White,M,Yes,1
29554,White,M,No,NA
29555,White,M,No,NA
29556,White,M,No,NA
29557,East/Southeast Asian,F,No,NA
29558,White,M,No,NA
29559,White,M,No,NA
29560,White,M,No,NA
29561,White,M,No,NA
29562,White,M,No,NA
29563,White,M,No,NA
29564,White,M,No,NA
29565,White,M,Yes,1
29566,White,M,No,NA
29567,Black,M,No,NA
29568,Black,M,Yes,1
29569,Black,M,Yes,1
29570,South Asian,M,No,NA
29571,Black,M,No,NA
29572,White,F,No,NA
29573,Latino,M,Yes,1
29574,Latino,M,No,NA
29575,Latino,M,No,NA
29576,Unknown or Legacy,M,No,NA
29577,Indigenous,M,No,NA
29578,White,M,No,NA
29579,Black,M,No,NA
29580,White,M,No,NA
29581,White,M,No,NA
29582,White,M,Yes,0
29583,White,F,No,NA
29584,Middle-Eastern,M,Yes,1
29585,Middle-Eastern,M,No,NA
29586,Middle-Eastern,M,No,NA
29587,Middle-Eastern,M,No,NA
29588,Middle-Eastern,M,No,NA
29589,Middle-Eastern,M,No,NA
29590,Black,M,No,NA
29591,Black,M,No,NA
29592,East/Southeast Asian,M,No,NA
29593,Middle-Eastern,M,No,NA
29594,Middle-Eastern,M,No,NA
29595,Unknown or Legacy,M,No,NA
29596,White,F,No,NA
29597,Black,F,No,NA
29598,White,F,No,NA
29599,White,F,No,NA
29600,White,F,No,NA
29601,Unknown or Legacy,F,No,NA
29602,White,F,Yes,0
29603,White,F,No,NA
29604,White,F,No,NA
29605,East/Southeast Asian,M,No,NA
29606,White,M,No,NA
29607,White,F,No,NA
29608,South Asian,M,No,NA
29609,Unknown or Legacy,F,No,NA
29610,Unknown or Legacy,F,Yes,1
29611,Indigenous,F,No,NA
29612,East/Southeast Asian,F,Yes,1
29613,White,M,No,NA
29614,Indigenous,M,No,NA
29615,Middle-Eastern,M,No,NA
29616,White,M,No,NA
29617,East/Southeast Asian,M,No,NA
29618,White,M,Yes,1
29619,Black,F,No,NA
29620,White,M,No,NA
29621,Black,M,Yes,0
29622,Black,M,Yes,0
29623,Black,M,Yes,0
29624,Black,M,No,NA
29625,Black,M,Yes,1
29626,Unknown or Legacy,M,Yes,1
29627,Black,M,Yes,1
29628,Black,M,Yes,0
29629,Black,M,No,NA
29630,White,F,No,NA
29631,Unknown or Legacy,F,No,NA
29632,White,F,Yes,1
29633,White,F,Yes,1
29634,White,F,No,NA
29635,White,F,No,NA
29636,White,F,No,NA
29637,White,F,Yes,0
29638,Black,M,No,NA
29639,White,M,No,NA
29640,White,F,No,NA
29641,White,M,No,NA
29642,White,M,No,NA
29643,White,F,No,NA
29644,White,M,No,NA
29645,Black,M,Yes,0
29646,White,M,No,NA
29647,Black,M,Yes,0
29648,East/Southeast Asian,M,No,NA
29649,White,M,No,NA
29650,East/Southeast Asian,M,No,NA
29651,White,F,Yes,1
29652,White,F,No,NA
29653,White,F,No,NA
29654,Black,F,No,NA
29655,Black,F,No,NA
29656,Black,M,No,NA
29657,Black,F,No,NA
29658,White,M,No,NA
29659,East/Southeast Asian,F,No,NA
29660,South Asian,F,No,NA
29661,Unknown or Legacy,M,No,NA
29662,South Asian,M,No,NA
29663,White,M,No,NA
29664,White,M,No,NA
29665,Black,F,No,NA
29666,East/Southeast Asian,M,No,NA
29667,Black,M,Yes,0
29668,Unknown or Legacy,M,No,NA
29669,Unknown or Legacy,F,No,NA
29670,Black,M,No,NA
29671,Black,M,No,NA
29672,White,M,No,NA
29673,Black,M,No,NA
29674,White,M,No,NA
29675,White,M,No,NA
29676,White,M,No,NA
29677,White,M,No,NA
29678,White,M,No,NA
29679,White,M,No,NA
29680,White,M,No,NA
29681,Unknown or Legacy,M,No,NA
29682,Black,F,No,NA
29683,Black,F,No,NA
29684,Black,F,No,NA
29685,Black,F,No,NA
29686,Black,F,No,NA
29687,Black,F,No,NA
29688,East/Southeast Asian,M,No,NA
29689,Black,M,No,NA
29690,Unknown or Legacy,M,No,NA
29691,Latino,M,No,NA
29692,Unknown or Legacy,M,No,NA
29693,White,M,No,NA
29694,White,M,No,NA
29695,Unknown or Legacy,F,No,NA
29696,White,M,No,NA
29697,Black,M,No,NA
29698,Black,M,No,NA
29699,White,F,No,NA
29700,Black,F,No,NA
29701,White,F,No,NA
29702,Black,M,No,NA
29703,Black,M,No,NA
29704,Black,M,No,NA
29705,South Asian,F,No,NA
29706,White,M,No,NA
29707,White,M,No,NA
29708,Unknown or Legacy,F,Yes,0
29709,South Asian,M,No,NA
29710,Unknown or Legacy,F,No,NA
29711,Black,M,Yes,0
29712,Black,M,No,NA
29713,Black,M,Yes,1
29714,Black,M,No,NA
29715,Black,M,Yes,0
29716,Black,M,No,NA
29717,Black,M,No,NA
29718,Black,M,No,NA
29719,Black,M,No,NA
29720,Black,M,No,NA
29721,Black,M,No,NA
29722,White,M,Yes,0
29723,White,M,No,NA
29724,Black,M,No,NA
29725,White,M,No,NA
29726,White,M,No,NA
29727,Black,M,Yes,0
29728,Black,M,Yes,0
29729,Black,M,No,NA
29730,Unknown or Legacy,M,No,NA
29731,White,M,No,NA
29732,White,F,No,NA
29733,South Asian,M,No,NA
29734,White,M,Yes,1
29735,East/Southeast Asian,M,No,NA
29736,Black,F,Yes,1
29737,White,F,Yes,1
29738,White,F,No,NA
29739,White,F,No,NA
29740,Unknown or Legacy,F,No,NA
29741,Unknown or Legacy,M,No,NA
29742,White,M,No,NA
29743,Black,F,No,NA
29744,Black,M,No,NA
29745,Unknown or Legacy,M,No,NA
29746,East/Southeast Asian,M,No,NA
29747,White,M,No,NA
29748,White,M,No,NA
29749,Black,M,Yes,1
29750,Black,M,Yes,0
29751,Black,M,Yes,1
29752,White,M,No,NA
29753,Unknown or Legacy,M,No,NA
29754,White,M,No,NA
29755,Middle-Eastern,M,No,NA
29756,Middle-Eastern,M,Yes,1
29757,White,M,No,NA
29758,White,M,No,NA
29759,White,M,No,NA
29760,South Asian,M,No,NA
29761,Latino,M,No,NA
29762,White,M,No,NA
29763,White,M,No,NA
29764,White,M,No,NA
29765,Unknown or Legacy,M,No,NA
29766,White,F,No,NA
29767,Unknown or Legacy,M,No,NA
29768,Unknown or Legacy,F,Yes,1
29769,Black,F,No,NA
29770,White,M,No,NA
29771,White,F,No,NA
29772,White,F,Yes,0
29773,White,M,No,NA
29774,White,M,No,NA
29775,White,M,No,NA
29776,White,M,No,NA
29777,White,M,No,NA
29778,White,F,No,NA
29779,White,F,No,NA
29780,Black,M,No,NA
29781,East/Southeast Asian,F,No,NA
29782,Black,F,No,NA
29783,Black,F,No,NA
29784,Black,F,No,NA
29785,Black,F,No,NA
29786,Black,F,No,NA
29787,Black,F,No,NA
29788,White,F,No,NA
29789,White,F,No,NA
29790,East/Southeast Asian,M,No,NA
29791,Unknown or Legacy,F,No,NA
29792,Black,M,No,NA
29793,White,M,No,NA
29794,Black,M,No,NA
29795,White,M,No,NA
29796,Black,M,No,NA
29797,White,M,No,NA
29798,Black,M,No,NA
29799,White,F,Yes,1
29800,White,F,No,NA
29801,White,F,Yes,0
29802,Black,M,No,NA
29803,White,M,No,NA
29804,Black,M,Yes,1
29805,Black,M,Yes,1
29806,Black,M,No,NA
29807,Black,M,No,NA
29808,Black,M,No,NA
29809,Black,M,Yes,0
29810,Black,M,Yes,0
29811,White,M,No,NA
29812,South Asian,M,No,NA
29813,Black,M,No,NA
29814,East/Southeast Asian,M,Yes,1
29815,East/Southeast Asian,M,Yes,1
29816,South Asian,M,No,NA
29817,South Asian,M,No,NA
29818,Unknown or Legacy,M,No,NA
29819,Black,M,Yes,0
29820,Unknown or Legacy,M,No,NA
29821,Black,M,No,NA
29822,Black,M,No,NA
29823,White,M,No,NA
29824,Unknown or Legacy,M,No,NA
29825,East/Southeast Asian,M,No,NA
29826,White,M,No,NA
29827,White,F,No,NA
29828,Unknown or Legacy,M,No,NA
29829,Black,M,No,NA
29830,Black,M,No,NA
29831,White,F,No,NA
29832,White,M,No,NA
29833,Black,M,No,NA
29834,White,M,No,NA
29835,Black,M,No,NA
29836,White,M,No,NA
29837,White,M,No,NA
29838,Black,F,No,NA
29839,Black,F,No,NA
29840,Black,M,No,NA
29841,White,M,No,NA
29842,White,M,No,NA
29843,Indigenous,M,No,NA
29844,Indigenous,M,No,NA
29845,Indigenous,M,No,NA
29846,Indigenous,M,No,NA
