id,race,gender,strip_search,items_found
11337,Black,M,Yes,0
11338,Black,M,No,NA
11339,Black,M,No,NA
11340,White,M,No,NA
11341,Unknown or Legacy,M,No,NA
11342,White,M,No,NA
11343,White,F,No,NA
11344,White,M,No,NA
11345,White,M,No,NA
11346,White,M,No,NA
11347,White,M,No,NA
11348,White,M,No,NA
11349,White,M,No,NA
11350,Black,M,No,NA
11351,Indigenous,M,Yes,0
11352,Black,M,No,NA
11353,Latino,M,No,NA
11354,White,M,No,NA
11355,South Asian,M,No,NA
11356,Black,M,No,NA
11357,Black,M,No,NA
11358,White,M,No,NA
11359,Black,M,No,NA
11360,Black,F,No,NA
11361,Black,M,No,NA
11362,Black,M,Yes,0
11363,Black,M,Yes,0
11364,Black,M,No,NA
11365,Black,M,No,NA
11366,Black,M,No,NA
11367,Black,M,No,NA
11368,Black,M,No,NA
11369,Black,M,No,NA
11370,Black,M,No,NA
11371,Black,M,No,NA
11372,South Asian,M,No,NA
11373,Black,M,No,NA
11374,Black,M,No,NA
11375,White,M,Yes,0
11376,White,M,No,NA
11377,White,M,No,NA
11378,Black,M,No,NA
11379,Black,M,Yes,0
11380,Black,M,No,NA
11381,White,M,No,NA
11382,White,M,No,NA
11383,White,F,No,NA
11384,White,F,No,NA
11385,Black,M,No,NA
11386,Black,F,No,NA
11387,Black,F,No,NA
11388,White,M,No,NA
11389,White,M,No,NA
11390,White,M,No,NA
11391,Unknown or Legacy,M,No,NA
11392,Black,F,No,NA
11393,Black,M,No,NA
11394,South Asian,F,No,NA
11395,White,F,Yes,1
11396,Black,M,No,NA
11397,Middle-Eastern,M,No,NA
11398,Black,M,No,NA
11399,Black,M,No,NA
11400,Black,M,No,NA
11401,Black,M,No,NA
11402,Black,M,No,NA
11403,Black,M,No,NA
11404,Black,M,No,NA
11405,Black,M,No,NA
11406,Black,M,No,NA
11407,White,M,No,NA
11408,Black,M,No,NA
11409,White,M,No,NA
11410,White,M,No,NA
11411,White,M,No,NA
11412,White,M,No,NA
11413,White,M,No,NA
11414,White,M,No,NA
11415,White,M,No,NA
11416,Black,M,No,NA
11417,Black,M,No,NA
11418,East/Southeast Asian,M,No,NA
11419,Black,F,No,NA
11420,Latino,M,No,NA
11421,East/Southeast Asian,M,No,NA
11422,White,M,No,NA
11423,White,M,No,NA
11424,White,M,No,NA
11425,White,M,No,NA
11426,White,M,Yes,1
11427,White,M,No,NA
11428,White,M,No,NA
11429,East/Southeast Asian,M,No,NA
11430,East/Southeast Asian,M,Yes,0
11431,White,M,No,NA
11432,White,M,No,NA
11433,White,M,No,NA
11434,Black,M,No,NA
11435,Black,M,No,NA
11436,Black,M,Yes,0
11437,Black,F,No,NA
11438,Black,M,No,NA
11439,Unknown or Legacy,M,No,NA
11440,White,M,No,NA
11441,White,M,No,NA
11442,White,M,No,NA
11443,White,M,No,NA
11444,White,M,No,NA
11445,Black,M,No,NA
11446,White,M,No,NA
11447,White,M,No,NA
11448,White,M,No,NA
11449,White,M,No,NA
11450,White,M,No,NA
11451,Black,M,No,NA
11452,White,M,No,NA
11453,White,M,Yes,1
11454,Black,M,No,NA
11455,White,M,Yes,1
11456,Unknown or Legacy,M,No,NA
11457,Black,M,No,NA
11458,White,M,No,NA
11459,Black,M,Yes,0
11460,Black,M,No,NA
11461,White,M,Yes,0
11462,Black,M,No,NA
11463,Black,M,No,NA
11464,White,M,Yes,0
11465,Black,M,Yes,0
11466,Black,M,No,NA
11467,Unknown or Legacy,M,No,NA
11468,Black,M,Yes,0
11469,Black,M,Yes,1
11470,South Asian,M,No,NA
11471,White,M,No,NA
11472,Black,F,No,NA
11473,Black,M,No,NA
11474,White,M,No,NA
11475,White,M,No,NA
11476,White,M,No,NA
11477,Black,M,No,NA
11478,Black,M,Yes,0
11479,Unknown or Legacy,F,No,NA
11480,White,F,No,NA
11481,White,F,No,NA
11482,White,F,No,NA
11483,White,F,No,NA
11484,Unknown or Legacy,F,No,NA
11485,White,F,Yes,0
11486,White,F,Yes,0
11487,White,F,No,NA
11488,Unknown or Legacy,F,No,NA
11489,White,F,No,NA
11490,White,F,No,NA
11491,White,F,No,NA
11492,Black,M,No,NA
11493,White,F,No,NA
11494,White,F,No,NA
11495,White,M,No,NA
11496,White,M,No,NA
11497,White,M,No,NA
11498,Unknown or Legacy,M,No,NA
11499,White,M,No,NA
11500,Black,F,No,NA
11501,White,F,No,NA
11502,Indigenous,F,No,NA
11503,Indigenous,F,Yes,1
11504,White,M,Yes,0
11505,Black,M,No,NA
11506,Black,F,No,NA
11507,White,M,No,NA
11508,White,M,No,NA
11509,Black,M,No,NA
11510,White,M,No,NA
11511,White,M,No,NA
11512,White,M,No,NA
11513,South Asian,M,No,NA
11514,Black,M,No,NA
11515,White,M,No,NA
11516,Latino,M,No,NA
11517,Middle-Eastern,M,Yes,0
11518,White,M,No,NA
11519,White,M,Yes,0
11520,Middle-Eastern,M,No,NA
11521,White,M,No,NA
11522,White,M,No,NA
11523,Middle-Eastern,M,No,NA
11524,White,M,No,NA
11525,White,M,No,NA
11526,White,M,No,NA
11527,White,M,No,NA
11528,White,M,Yes,0
11529,White,M,No,NA
11530,White,M,No,NA
11531,White,M,No,NA
11532,White,M,Yes,0
11533,White,M,No,NA
11534,White,M,No,NA
11535,White,M,Yes,0
11536,White,M,No,NA
11537,White,M,No,NA
11538,White,M,No,NA
11539,White,M,No,NA
11540,White,M,No,NA
11541,White,M,Yes,0
11542,White,M,No,NA
11543,White,M,No,NA
11544,White,M,No,NA
11545,White,M,No,NA
11546,Black,M,No,NA
11547,White,M,No,NA
11548,Black,M,No,NA
11549,White,M,Yes,0
11550,White,M,No,NA
11551,White,M,Yes,0
11552,White,M,No,NA
11553,White,M,No,NA
11554,Black,M,Yes,0
11555,Black,M,Yes,0
11556,Black,M,No,NA
11557,Black,M,No,NA
11558,Black,M,No,NA
11559,Black,M,No,NA
11560,White,M,No,NA
11561,White,M,No,NA
11562,White,M,No,NA
11563,South Asian,M,No,NA
11564,White,M,No,NA
11565,Unknown or Legacy,F,No,NA
11566,White,M,No,NA
11567,Black,M,No,NA
11568,White,M,No,NA
11569,White,M,No,NA
11570,Black,M,No,NA
11571,Black,M,No,NA
11572,Middle-Eastern,M,No,NA
11573,Latino,M,No,NA
11574,Middle-Eastern,M,No,NA
11575,Middle-Eastern,M,No,NA
11576,Latino,M,No,NA
11577,White,M,No,NA
11578,White,M,No,NA
11579,Black,M,No,NA
11580,White,M,No,NA
11581,Black,M,No,NA
11582,White,M,No,NA
11583,White,M,No,NA
11584,White,M,No,NA
11585,Black,M,No,NA
11586,Black,M,No,NA
11587,White,M,No,NA
11588,Unknown or Legacy,M,Yes,1
11589,White,M,No,NA
11590,Black,M,Yes,0
11591,East/Southeast Asian,M,No,NA
11592,Black,M,Yes,0
11593,White,M,No,NA
11594,Black,M,No,NA
11595,Black,M,No,NA
11596,White,M,No,NA
11597,White,M,No,NA
11598,White,M,No,NA
11599,White,M,No,NA
11600,White,M,No,NA
11601,White,M,No,NA
11602,White,M,No,NA
11603,Black,M,No,NA
11604,Black,F,No,NA
11605,Black,F,No,NA
11606,Black,F,No,NA
11607,Black,F,No,NA
11608,White,M,No,NA
11609,White,M,No,NA
11610,White,M,No,NA
11611,White,M,No,NA
11612,White,M,No,NA
11613,White,M,No,NA
11614,White,M,No,NA
11615,White,M,No,NA
11616,Black,M,No,NA
11617,White,M,No,NA
11618,White,M,Yes,0
11619,White,M,No,NA
11620,White,M,No,NA
11621,White,M,No,NA
11622,White,F,No,NA
11623,Unknown or Legacy,M,Yes,0
11624,White,M,No,NA
11625,Black,M,No,NA
11626,Latino,M,Yes,1
11627,Unknown or Legacy,M,No,NA
11628,White,M,No,NA
11629,White,M,No,NA
11630,Black,M,No,NA
11631,Black,M,No,NA
11632,Black,M,No,NA
11633,Black,M,Yes,0
11634,Black,M,Yes,0
11635,Black,M,Yes,0
11636,Black,M,No,NA
11637,Black,M,No,NA
11638,White,M,No,NA
11639,White,M,No,NA
11640,White,M,Yes,0
11641,White,M,No,NA
11642,White,M,Yes,0
11643,White,M,Yes,0
11644,Black,M,No,NA
11645,Black,M,No,NA
11646,White,M,No,NA
11647,White,M,No,NA
11648,Black,M,No,NA
11649,Black,M,No,NA
11650,White,M,No,NA
11651,White,M,No,NA
11652,East/Southeast Asian,M,No,NA
11653,White,M,No,NA
11654,White,F,No,NA
11655,White,M,No,NA
11656,White,M,No,NA
11657,White,M,Yes,1
11658,White,M,No,NA
11659,White,M,No,NA
11660,White,F,No,NA
11661,White,F,Yes,0
11662,White,F,No,NA
11663,White,F,No,NA
11664,White,F,No,NA
11665,White,M,No,NA
11666,East/Southeast Asian,F,No,NA
11667,Black,F,No,NA
11668,Black,F,No,NA
11669,Black,F,No,NA
11670,Black,F,No,NA
11671,Black,M,Yes,0
11672,White,M,No,NA
11673,White,M,No,NA
11674,Unknown or Legacy,M,No,NA
11675,White,M,No,NA
11676,White,M,No,NA
11677,Middle-Eastern,M,No,NA
11678,White,M,No,NA
11679,White,M,No,NA
11680,White,M,No,NA
11681,White,M,No,NA
11682,Black,M,No,NA
11683,South Asian,M,No,NA
11684,East/Southeast Asian,M,No,NA
11685,White,M,Yes,1
11686,White,M,Yes,1
11687,Unknown or Legacy,M,No,NA
11688,White,M,Yes,0
11689,White,F,No,NA
11690,East/Southeast Asian,M,No,NA
11691,South Asian,M,No,NA
11692,Unknown or Legacy,M,No,NA
11693,White,M,No,NA
11694,Black,M,No,NA
11695,Unknown or Legacy,M,Yes,0
11696,White,M,No,NA
11697,Black,M,No,NA
11698,Unknown or Legacy,M,No,NA
11699,White,M,No,NA
11700,Black,M,No,NA
11701,Black,M,No,NA
11702,East/Southeast Asian,M,No,NA
11703,Unknown or Legacy,M,No,NA
11704,South Asian,M,No,NA
11705,White,F,No,NA
11706,White,M,No,NA
11707,White,M,No,NA
11708,White,F,Yes,0
11709,White,M,No,NA
11710,South Asian,M,No,NA
11711,White,M,No,NA
11712,White,F,No,NA
11713,White,M,No,NA
11714,White,M,No,NA
11715,White,F,No,NA
11716,White,M,No,NA
11717,White,M,No,NA
11718,South Asian,M,No,NA
11719,White,F,No,NA
11720,Black,F,Yes,0
11721,Black,F,Yes,0
11722,Black,M,No,NA
11723,Unknown or Legacy,F,No,NA
11724,Unknown or Legacy,F,No,NA
11725,Unknown or Legacy,F,No,NA
11726,White,M,No,NA
11727,Black,M,No,NA
11728,Indigenous,M,No,NA
11729,White,M,Yes,0
11730,White,M,No,NA
11731,White,M,No,NA
11732,White,M,No,NA
11733,White,M,No,NA
11734,Black,M,Yes,0
11735,Unknown or Legacy,M,No,NA
11736,White,F,No,NA
11737,White,F,No,NA
11738,Indigenous,M,No,NA
11739,Black,M,No,NA
11740,Black,M,No,NA
11741,Black,M,No,NA
11742,Black,M,No,NA
11743,Black,M,No,NA
11744,Black,M,No,NA
11745,Black,M,Yes,0
11746,Black,M,Yes,0
11747,Black,M,Yes,1
11748,Black,M,No,NA
11749,Black,M,No,NA
11750,Black,M,No,NA
11751,Unknown or Legacy,M,No,NA
11752,White,M,No,NA
11753,Black,M,No,NA
11754,East/Southeast Asian,M,Yes,0
11755,White,M,No,NA
11756,White,M,No,NA
11757,White,M,No,NA
11758,White,F,No,NA
11759,South Asian,M,No,NA
11760,South Asian,M,No,NA
11761,East/Southeast Asian,M,No,NA
11762,South Asian,M,No,NA
11763,Black,M,No,NA
11764,White,M,No,NA
11765,White,M,Yes,0
11766,Black,M,No,NA
11767,White,M,No,NA
11768,Unknown or Legacy,M,No,NA
11769,White,M,No,NA
11770,White,M,Yes,0
11771,Latino,M,No,NA
11772,Latino,M,No,NA
11773,White,M,No,NA
11774,White,M,No,NA
11775,Latino,M,No,NA
11776,East/Southeast Asian,M,No,NA
11777,White,M,No,NA
11778,White,M,Yes,1
11779,Black,M,No,NA
11780,White,F,Yes,0
11781,White,M,Yes,1
11782,Unknown or Legacy,M,Yes,0
11783,White,F,Yes,0
11784,White,M,No,NA
11785,White,M,No,NA
11786,White,F,No,NA
11787,Black,M,No,NA
11788,Black,M,No,NA
11789,South Asian,M,No,NA
11790,East/Southeast Asian,M,No,NA
11791,South Asian,M,No,NA
11792,South Asian,M,No,NA
11793,Black,M,No,NA
11794,White,M,No,NA
11795,White,M,No,NA
11796,White,M,No,NA
11797,White,F,No,NA
11798,White,F,No,NA
11799,White,M,No,NA
11800,East/Southeast Asian,M,No,NA
11801,Black,M,No,NA
11802,Black,M,No,NA
11803,South Asian,M,No,NA
11804,White,F,No,NA
11805,White,F,No,NA
11806,White,M,No,NA
11807,White,M,No,NA
11808,White,M,Yes,0
11809,White,M,No,NA
11810,White,M,No,NA
11811,White,M,No,NA
11812,Black,M,No,NA
11813,White,M,No,NA
11814,White,M,No,NA
11815,White,F,No,NA
11816,White,F,No,NA
11817,White,F,No,NA
11818,White,F,No,NA
11819,White,F,No,NA
11820,White,F,No,NA
11821,White,F,No,NA
11822,White,F,No,NA
11823,White,M,No,NA
11824,White,M,No,NA
11825,White,F,No,NA
11826,White,F,No,NA
11827,White,F,No,NA
11828,White,F,No,NA
11829,White,F,No,NA
11830,White,F,Yes,0
11831,White,F,No,NA
11832,White,F,No,NA
11833,White,M,No,NA
11834,Middle-Eastern,M,Yes,0
11835,White,M,No,NA
11836,White,M,No,NA
11837,South Asian,M,No,NA
11838,South Asian,M,No,NA
11839,White,M,Yes,0
11840,Black,M,No,NA
11841,Black,M,No,NA
11842,Black,M,No,NA
11843,Black,M,No,NA
11844,Latino,M,No,NA
11845,Unknown or Legacy,F,No,NA
11846,Black,F,No,NA
11847,White,F,Yes,0
11848,White,F,No,NA
11849,White,F,No,NA
11850,Black,M,No,NA
11851,Black,M,No,NA
11852,Black,M,No,NA
11853,Black,M,No,NA
11854,Black,M,No,NA
11855,Black,M,No,NA
11856,Black,M,No,NA
11857,Black,M,No,NA
11858,Black,M,No,NA
11859,White,M,No,NA
11860,Unknown or Legacy,M,No,NA
11861,South Asian,M,No,NA
11862,Middle-Eastern,M,No,NA
11863,White,M,No,NA
11864,White,M,No,NA
11865,White,M,No,NA
11866,Black,M,No,NA
11867,White,M,Yes,0
11868,White,M,Yes,1
11869,White,M,No,NA
11870,White,M,Yes,0
11871,White,M,No,NA
11872,East/Southeast Asian,M,Yes,0
11873,East/Southeast Asian,M,No,NA
11874,South Asian,M,No,NA
11875,White,M,No,NA
11876,White,M,No,NA
11877,White,M,Yes,0
11878,White,M,Yes,0
11879,White,M,Yes,0
11880,White,M,No,NA
11881,Middle-Eastern,M,No,NA
11882,White,M,No,NA
11883,White,M,No,NA
11884,Latino,M,No,NA
11885,Black,M,No,NA
11886,Black,M,No,NA
11887,White,M,No,NA
11888,Black,M,No,NA
11889,Black,M,No,NA
11890,White,M,No,NA
11891,Black,M,No,NA
11892,Black,M,Yes,0
11893,White,M,No,NA
11894,White,M,No,NA
11895,Black,M,Yes,0
11896,White,M,Yes,0
11897,Black,M,No,NA
11898,Unknown or Legacy,M,No,NA
11899,Black,M,No,NA
11900,Unknown or Legacy,M,No,NA
11901,Black,M,Yes,0
11902,Black,M,No,NA
11903,Black,M,No,NA
11904,South Asian,M,No,NA
11905,Indigenous,M,Yes,0
11906,Black,M,Yes,0
11907,South Asian,M,No,NA
11908,Indigenous,M,No,NA
11909,Black,M,Yes,0
11910,Black,M,No,NA
11911,Indigenous,M,No,NA
11912,Black,M,No,NA
11913,Black,M,No,NA
11914,Indigenous,M,Yes,0
11915,Black,M,No,NA
11916,Unknown or Legacy,M,No,NA
11917,Unknown or Legacy,M,No,NA
11918,Black,M,No,NA
11919,White,F,No,NA
11920,White,M,Yes,0
11921,Black,M,No,NA
11922,White,F,No,NA
11923,White,F,No,NA
11924,Black,M,No,NA
11925,Black,M,No,NA
11926,White,M,No,NA
11927,White,M,No,NA
11928,South Asian,M,No,NA
11929,Black,M,No,NA
11930,Black,M,No,NA
11931,Black,M,No,NA
11932,Black,M,No,NA
11933,White,M,No,NA
11934,Black,M,No,NA
11935,Black,M,No,NA
11936,Black,M,No,NA
11937,Black,M,No,NA
11938,Black,M,No,NA
11939,White,M,No,NA
11940,Middle-Eastern,M,No,NA
11941,White,M,No,NA
11942,White,M,No,NA
11943,Middle-Eastern,M,No,NA
11944,Black,M,Yes,0
11945,Black,M,No,NA
11946,Black,M,No,NA
11947,White,M,No,NA
11948,White,M,Yes,0
11949,White,M,No,NA
11950,White,M,No,NA
11951,Latino,M,No,NA
11952,Latino,M,No,NA
11953,Black,M,Yes,0
11954,Black,M,No,NA
11955,Latino,M,No,NA
11956,White,M,Yes,0
11957,Black,M,No,NA
11958,Black,M,Yes,0
11959,Black,M,Yes,0
11960,White,F,No,NA
11961,Indigenous,M,No,NA
11962,Indigenous,M,Yes,0
11963,Indigenous,M,No,NA
11964,Indigenous,M,No,NA
11965,Indigenous,M,No,NA
11966,Black,M,No,NA
11967,Black,M,No,NA
11968,White,M,No,NA
11969,White,M,No,NA
11970,White,M,No,NA
11971,Black,M,Yes,0
11972,Black,M,Yes,1
11973,Black,M,No,NA
11974,East/Southeast Asian,M,No,NA
11975,East/Southeast Asian,M,No,NA
11976,White,M,No,NA
11977,White,M,No,NA
11978,White,M,Yes,0
11979,Black,M,No,NA
11980,Black,F,No,NA
11981,White,M,No,NA
11982,Black,M,No,NA
11983,Black,F,No,NA
11984,Black,F,No,NA
11985,Unknown or Legacy,M,No,NA
11986,White,M,No,NA
11987,East/Southeast Asian,M,No,NA
11988,White,M,No,NA
11989,White,M,No,NA
11990,East/Southeast Asian,M,No,NA
11991,East/Southeast Asian,M,No,NA
11992,East/Southeast Asian,M,No,NA
11993,White,M,No,NA
11994,Unknown or Legacy,M,No,NA
11995,White,M,No,NA
11996,White,M,No,NA
11997,Black,M,No,NA
11998,Black,M,No,NA
11999,White,M,No,NA
12000,White,M,No,NA
12001,Black,M,No,NA
12002,White,M,No,NA
12003,White,M,No,NA
12004,East/Southeast Asian,M,No,NA
12005,East/Southeast Asian,M,No,NA
12006,White,M,No,NA
12007,White,M,No,NA
12008,Black,M,Yes,0
12009,White,M,No,NA
12010,Black,M,Yes,0
12011,Black,M,No,NA
12012,Black,M,No,NA
12013,White,F,No,NA
12014,White,F,No,NA
12015,White,F,No,NA
12016,White,F,No,NA
12017,East/Southeast Asian,M,No,NA
12018,Latino,M,No,NA
12019,Black,M,No,NA
12020,Black,M,No,NA
12021,Black,M,No,NA
12022,White,M,No,NA
12023,White,F,No,NA
12024,White,F,No,NA
12025,White,F,No,NA
12026,East/Southeast Asian,M,No,NA
12027,White,F,No,NA
12028,White,M,No,NA
12029,Black,M,No,NA
12030,White,M,No,NA
12031,South Asian,F,No,NA
12032,White,M,No,NA
12033,White,M,No,NA
12034,White,F,No,NA
12035,Middle-Eastern,M,No,NA
12036,Black,M,No,NA
12037,Middle-Eastern,M,No,NA
12038,Middle-Eastern,M,No,NA
12039,Black,F,No,NA
12040,South Asian,M,No,NA
12041,White,F,No,NA
12042,South Asian,M,No,NA
12043,Black,M,No,NA
12044,Black,M,No,NA
12045,Black,M,Yes,0
12046,Black,M,No,NA
12047,White,F,Yes,0
12048,Black,M,Yes,0
12049,Black,M,Yes,0
12050,Black,M,No,NA
12051,Black,F,No,NA
12052,Black,F,No,NA
12053,White,M,Yes,0
12054,Middle-Eastern,M,No,NA
12055,East/Southeast Asian,M,No,NA
12056,White,F,No,NA
12057,Black,M,Yes,1
12058,White,M,No,NA
12059,East/Southeast Asian,M,No,NA
12060,White,F,No,NA
12061,Black,M,No,NA
12062,White,M,No,NA
12063,Unknown or Legacy,M,No,NA
12064,White,M,No,NA
12065,Middle-Eastern,M,No,NA
12066,White,M,No,NA
12067,White,F,No,NA
12068,White,F,No,NA
12069,White,M,No,NA
12070,Black,M,No,NA
12071,Black,M,Yes,0
12072,Black,M,No,NA
12073,Unknown or Legacy,M,No,NA
12074,Unknown or Legacy,M,No,NA
12075,South Asian,M,No,NA
12076,White,M,No,NA
12077,Black,M,No,NA
12078,White,M,No,NA
12079,White,M,No,NA
12080,White,M,No,NA
12081,White,M,No,NA
12082,South Asian,M,Yes,0
12083,South Asian,M,No,NA
12084,Middle-Eastern,M,Yes,0
12085,White,M,Yes,1
12086,White,M,No,NA
12087,White,M,No,NA
12088,White,M,Yes,0
12089,White,M,No,NA
12090,White,M,No,NA
12091,White,F,No,NA
12092,Black,F,No,NA
12093,East/Southeast Asian,M,No,NA
12094,East/Southeast Asian,M,No,NA
12095,Unknown or Legacy,M,No,NA
12096,East/Southeast Asian,M,No,NA
12097,White,M,No,NA
12098,Black,M,No,NA
12099,Black,M,Yes,0
12100,Black,M,No,NA
12101,Black,M,No,NA
12102,Black,M,No,NA
12103,Black,M,No,NA
12104,White,M,No,NA
12105,White,M,No,NA
12106,White,M,No,NA
12107,White,M,No,NA
12108,Black,M,No,NA
12109,Black,M,No,NA
12110,East/Southeast Asian,M,Yes,0
12111,East/Southeast Asian,M,No,NA
12112,East/Southeast Asian,M,No,NA
12113,South Asian,M,Yes,0
12114,East/Southeast Asian,M,No,NA
12115,East/Southeast Asian,M,No,NA
12116,Middle-Eastern,M,No,NA
12117,White,F,Yes,0
12118,Unknown or Legacy,M,No,NA
12119,White,M,No,NA
12120,White,F,Yes,0
12121,Middle-Eastern,M,No,NA
12122,Unknown or Legacy,M,Yes,0
12123,White,F,No,NA
12124,White,M,No,NA
12125,Unknown or Legacy,M,No,NA
12126,South Asian,M,No,NA
12127,White,F,No,NA
12128,White,M,No,NA
12129,Middle-Eastern,M,No,NA
12130,Black,M,No,NA
12131,White,M,No,NA
12132,White,M,No,NA
12133,White,F,No,NA
12134,White,M,No,NA
12135,White,M,No,NA
12136,Black,M,Yes,0
12137,East/Southeast Asian,M,No,NA
12138,White,M,No,NA
12139,White,F,No,NA
12140,White,F,No,NA
12141,White,F,No,NA
12142,White,F,No,NA
12143,White,F,No,NA
12144,White,F,No,NA
12145,White,M,Yes,0
12146,White,M,No,NA
12147,White,M,No,NA
12148,White,M,No,NA
12149,White,M,No,NA
12150,White,M,No,NA
12151,White,M,No,NA
12152,Black,M,No,NA
12153,White,M,No,NA
12154,White,M,No,NA
12155,White,F,No,NA
12156,White,M,No,NA
12157,White,M,No,NA
12158,White,F,No,NA
12159,White,M,No,NA
12160,White,M,No,NA
12161,White,M,No,NA
12162,White,M,No,NA
12163,Unknown or Legacy,M,No,NA
12164,Black,M,Yes,0
12165,Black,F,No,NA
12166,White,F,No,NA
12167,Unknown or Legacy,M,No,NA
12168,Black,M,Yes,1
12169,Black,M,Yes,0
12170,Black,M,No,NA
12171,Black,M,Yes,0
12172,White,M,No,NA
12173,Black,M,No,NA
12174,Unknown or Legacy,M,No,NA
12175,Latino,M,No,NA
12176,Latino,M,No,NA
12177,Latino,M,No,NA
12178,Latino,M,No,NA
12179,Black,M,Yes,1
12180,Black,M,No,NA
12181,Black,M,Yes,0
12182,Black,M,No,NA
12183,White,M,No,NA
12184,White,M,No,NA
12185,White,M,No,NA
12186,White,M,No,NA
12187,White,M,Yes,0
12188,Black,F,No,NA
12189,White,M,Yes,1
12190,White,M,No,NA
12191,Unknown or Legacy,M,No,NA
12192,White,M,No,NA
12193,Black,M,No,NA
12194,Unknown or Legacy,M,No,NA
12195,Black,M,No,NA
12196,Black,M,No,NA
12197,Unknown or Legacy,M,No,NA
12198,Black,M,No,NA
12199,White,F,Yes,0
12200,South Asian,M,No,NA
12201,Unknown or Legacy,M,No,NA
12202,Black,M,No,NA
12203,Black,M,No,NA
12204,White,M,No,NA
12205,White,M,Yes,0
12206,White,M,No,NA
12207,White,M,No,NA
12208,Black,M,No,NA
12209,White,F,No,NA
12210,White,M,No,NA
12211,Black,M,No,NA
12212,White,F,No,NA
12213,White,F,No,NA
12214,Black,M,No,NA
12215,Black,M,No,NA
12216,Black,M,Yes,0
12217,Black,M,No,NA
12218,Black,M,Yes,0
12219,Black,M,No,NA
12220,Black,M,No,NA
12221,Black,M,No,NA
12222,Black,M,No,NA
12223,Black,M,No,NA
12224,Black,M,No,NA
12225,Black,M,No,NA
12226,Black,M,No,NA
12227,White,M,No,NA
12228,White,M,No,NA
12229,Black,M,No,NA
12230,Black,M,No,NA
12231,White,M,No,NA
12232,White,F,No,NA
12233,White,M,Yes,0
12234,White,M,Yes,1
12235,White,M,No,NA
12236,White,M,No,NA
12237,White,M,No,NA
12238,White,M,No,NA
12239,White,M,No,NA
12240,White,M,No,NA
12241,White,M,No,NA
12242,White,M,No,NA
12243,Black,M,No,NA
12244,Black,M,Yes,0
12245,White,M,No,NA
12246,Black,M,Yes,0
12247,Black,M,No,NA
12248,White,M,No,NA
12249,White,M,No,NA
12250,White,M,Yes,0
12251,White,M,Yes,0
12252,White,M,No,NA
12253,White,M,No,NA
12254,White,M,No,NA
12255,White,M,Yes,1
12256,White,M,Yes,0
12257,White,M,No,NA
12258,White,M,No,NA
12259,White,M,No,NA
12260,White,M,No,NA
12261,White,M,No,NA
12262,White,M,No,NA
12263,White,M,No,NA
12264,White,M,No,NA
12265,White,M,No,NA
12266,White,M,Yes,1
12267,White,M,No,NA
12268,White,M,Yes,0
12269,White,M,No,NA
12270,White,M,No,NA
12271,Black,M,Yes,0
12272,South Asian,M,No,NA
12273,South Asian,M,No,NA
12274,White,M,No,NA
12275,White,M,No,NA
12276,White,M,No,NA
12277,White,M,No,NA
12278,White,M,No,NA
12279,White,M,No,NA
12280,White,M,No,NA
12281,White,M,Yes,0
12282,White,M,No,NA
12283,White,M,No,NA
12284,White,M,No,NA
12285,White,M,No,NA
12286,White,M,No,NA
12287,White,M,No,NA
12288,White,M,No,NA
12289,White,M,No,NA
12290,White,F,No,NA
12291,Black,M,Yes,0
12292,Black,M,No,NA
12293,Black,M,No,NA
12294,White,F,No,NA
12295,White,F,No,NA
12296,White,F,No,NA
12297,Black,M,Yes,0
12298,Black,M,No,NA
12299,White,M,No,NA
12300,White,M,No,NA
12301,Black,M,No,NA
12302,White,M,No,NA
12303,Unknown or Legacy,M,No,NA
12304,White,M,No,NA
12305,White,M,No,NA
12306,Middle-Eastern,M,No,NA
12307,East/Southeast Asian,M,No,NA
12308,Middle-Eastern,M,No,NA
12309,White,M,No,NA
12310,White,M,Yes,0
12311,White,M,No,NA
12312,White,M,Yes,1
12313,White,M,No,NA
12314,White,M,No,NA
12315,White,M,No,NA
12316,White,M,No,NA
12317,White,M,Yes,1
12318,Black,F,No,NA
12319,Black,F,No,NA
12320,Black,F,No,NA
12321,Black,F,No,NA
12322,South Asian,M,No,NA
12323,East/Southeast Asian,M,No,NA
12324,East/Southeast Asian,M,No,NA
12325,East/Southeast Asian,M,No,NA
12326,East/Southeast Asian,M,No,NA
12327,East/Southeast Asian,M,No,NA
12328,White,M,No,NA
12329,Unknown or Legacy,F,Yes,0
12330,Black,M,No,NA
12331,Black,F,No,NA
12332,Black,M,No,NA
12333,Black,M,No,NA
12334,Black,M,No,NA
12335,Black,M,No,NA
12336,Black,M,No,NA
12337,Black,M,No,NA
12338,Black,M,No,NA
12339,Black,M,No,NA
12340,Black,M,No,NA
12341,Black,M,No,NA
12342,Black,M,No,NA
12343,Black,M,No,NA
12344,Black,M,No,NA
12345,Black,M,No,NA
12346,Black,M,No,NA
12347,Black,M,Yes,0
12348,Unknown or Legacy,M,Yes,0
12349,White,M,Yes,0
12350,White,M,No,NA
12351,White,M,No,NA
12352,White,M,No,NA
12353,Black,M,No,NA
12354,White,M,No,NA
12355,White,M,No,NA
12356,White,M,No,NA
12357,White,M,No,NA
12358,Black,M,No,NA
12359,White,M,No,NA
12360,Latino,M,Yes,0
12361,Latino,M,Yes,0
12362,Latino,M,No,NA
12363,Latino,M,No,NA
12364,White,F,No,NA
12365,White,M,No,NA
12366,Unknown or Legacy,M,No,NA
